Date,HomeTeam,AwayTeam,Result,Home Win,Draw,Away Win,Net,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA
6/4/2013,Stoke,Aston Villa,A,,,,,2.1,3.4,4,2.05,3.2,3.8,2.05,3.2,3.8,2,3.3,3.6,2.1,3.3,3.5,2.09,3.35,4.12,2.15,3.2,3.5,2.1,3.3,3.6,2.15,3.3,3.8,2,3.2,4
6/4/2013,West Brom,Arsenal,A,,,,,4.1,3.7,1.95,4.1,3.5,1.87,4.1,3.5,1.87,3.8,3.45,1.9,4,3.5,1.9,4.19,3.69,1.96,4,3.3,1.95,4,3.75,1.91,3.9,3.75,2,3.8,3.5,1.91
7/4/2013,Chelsea,Sunderland,H,,,,,1.36,5,11,1.3,5,10.5,1.3,5,10.5,1.33,4.8,8.3,1.33,5,9,1.34,5.42,11.3,1.33,4.5,11,1.33,5,10,1.36,5.2,10,1.33,5,9
7/4/2013,Liverpool,West Ham,D,,,,,1.36,5.5,9,1.35,5,8,1.35,5,8,1.35,4.8,7.6,1.36,5,7.5,1.35,5.5,10.02,1.36,5,8,1.33,5,9.5,1.36,5.4,9.5,1.33,5,9
7/4/2013,Newcastle,Fulham,H,,,,,2.1,3.5,3.8,2,3.25,3.9,2,3.25,3.9,1.95,3.4,3.6,2.1,3.4,3.4,2.11,3.51,3.83,2.05,3.4,3.6,2.1,3.4,3.6,2.15,3.6,3.5,2,3.4,3.75
7/4/2013,QPR,Wigan,D,,,,,2.38,3.4,3.25,2.3,3.25,3.1,2.3,3.25,3.1,2.4,3.3,2.75,2.3,3.4,3,2.39,3.41,3.24,2.4,3.1,3.1,2.3,3.4,3.2,2.4,3.4,3.12,2.3,3.4,3
7/4/2013,Tottenham,Everton,D,,,,,2.2,3.4,3.6,2.25,3.25,3.2,2.25,3.25,3.2,2.1,3.3,3.3,2.2,3.3,3.2,2.2,3.46,3.61,2.2,3.2,3.4,2.25,3.3,3.4,2.2,3.5,3.3,2.1,3.4,3.3
8/4/2013,Man United,Man City,A,,,,,2.3,3.5,3.3,2.2,3.4,3.2,2.2,3.4,3.2,2,3.3,3.6,2.2,3.4,3.2,2.24,3.48,3.5,2.3,3,3.4,2.25,3.5,3.4,2.3,3.5,3.3,2.2,3.4,3.4
13/04/13,Arsenal,Norwich,H,,,,,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.25,5.5,10.3,1.25,6,10,1.26,6.54,13.85,1.25,5.5,13,1.25,6,13,1.25,6.5,13,1.25,6,10
13/04/13,Aston Villa,Fulham,D,,,,,2.3,3.3,3.5,2.25,3.2,3.25,2.25,3.2,3.25,2.2,3.3,3.1,2.2,3.3,3.25,2.31,3.42,3.39,2.3,3.1,3.3,2.3,3.4,3.2,2.38,3.4,3.2,2.3,3.25,3.1
13/04/13,Everton,QPR,H,,,,,1.44,4.75,8,1.4,4.6,7.5,1.4,4.6,7.5,1.42,4.5,6.7,1.44,4.33,7,1.47,4.73,7.84,1.44,4.33,7,1.4,4.5,8,1.45,4.75,7.5,1.4,4.5,8
13/04/13,Reading,Liverpool,D,,,,,8,4.75,1.45,7.25,4.33,1.44,7.25,4.33,1.44,6.1,4,1.5,6.5,4.2,1.5,7.35,4.74,1.49,7,4,1.5,6.5,4.5,1.5,7,4.75,1.5,6.5,4.5,1.44
13/04/13,Southampton,West Ham,D,,,,,1.91,3.75,4.2,1.8,3.7,4.2,1.8,3.7,4.2,1.85,3.5,3.9,1.85,3.6,4,1.93,3.71,4.32,1.95,3.2,4.2,1.83,3.6,4.5,1.95,3.7,4.1,1.83,3.5,4.33
14/04/13,Newcastle,Sunderland,A,,,,,1.95,3.5,4.5,1.91,3.25,4.25,1.91,3.25,4.25,1.9,3.45,3.8,1.9,3.4,4,1.92,3.58,4.56,1.95,3.1,4.33,1.91,3.5,4.33,1.95,3.6,4.3,1.91,3.4,4
14/04/13,Stoke,Man United,A,,,,,7,3.9,1.6,6.5,3.75,1.55,6.5,3.75,1.55,5.1,3.6,1.65,6,3.75,1.57,6.94,4.12,1.58,6.5,3.4,1.62,6,3.8,1.62,6.25,4,1.62,6,3.75,1.57
16/04/13,Arsenal,Everton,D,,,,,1.75,3.9,5,1.7,3.8,4.75,1.7,3.8,4.75,1.8,3.5,4.2,1.75,3.75,4.5,1.76,3.94,5.06,1.75,3.75,4.5,1.8,3.8,4.5,1.75,3.8,5,1.8,3.5,4.33
17/04/13,Fulham,Chelsea,A,,,,,4.75,3.8,1.8,4.5,3.8,1.72,4.5,3.8,1.72,3.8,3.45,1.9,4.33,3.4,1.83,4.87,3.81,1.79,4.5,3.5,1.8,4,3.75,1.91,4.3,3.7,1.85,3.9,3.5,1.91
17/04/13,Man City,Wigan,H,,,,,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.27,5.5,9,1.25,6,12,1.28,6.07,13.44,1.22,6,12,1.22,6.25,15,1.36,4.75,9,1.22,6,12
17/04/13,West Ham,Man United,D,,,,,5.5,3.9,1.7,5,3.75,1.67,5,3.75,1.67,5.1,3.6,1.65,5.5,3.5,1.66,5.71,4.1,1.66,5.5,3.5,1.67,5.5,3.8,1.67,5.75,3.8,1.7,5.5,3.6,1.67
20/04/13,Fulham,Arsenal,A,,,,,5,4,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.5,3.75,1.75,5.05,3.91,1.76,4.5,3.5,1.8,5,3.75,1.73,4.6,4,1.8,4.75,3.75,1.7
20/04/13,Norwich,Reading,H,,,,,1.75,3.8,5.25,1.67,3.7,5,1.67,3.7,5,1.7,3.8,4.4,1.75,3.75,4.5,1.74,3.85,5.43,1.75,3.4,5,1.73,3.8,5,1.75,3.8,5.2,1.7,3.6,5
20/04/13,QPR,Stoke,A,,,,,2.25,3.4,3.5,2.1,3.4,3.4,2.1,3.4,3.4,2.2,3.3,3.1,2.2,3.25,3.3,2.24,3.34,3.64,2.3,3.2,3.2,2.2,3.3,3.5,2.3,3.2,3.6,2.2,3.2,3.4
20/04/13,Sunderland,Everton,H,,,,,3.4,3.4,2.3,3.4,3.3,2.15,3.4,3.3,2.15,3,3.3,2.25,3.2,3.3,2.25,3.53,3.37,2.27,3.2,3.2,2.3,3.5,3.3,2.2,3.4,3.4,2.3,3.25,3.2,2.25
20/04/13,Swansea,Southampton,D,,,,,2.38,3.5,3.1,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.1,3.1,2.2,3.4,3.1,2.38,3.45,3.22,2.4,3.1,3.1,2.3,3.5,3.13,2.4,3.5,3.1,2.3,3.4,3
20/04/13,West Brom,Newcastle,D,,,,,2.25,3.5,3.4,2.25,3.2,3.25,2.25,3.2,3.25,2.25,3.3,3,2.2,3.4,3.2,2.25,3.55,3.41,2.3,3.2,3.2,2.1,3.5,3.4,2.3,3.5,3.25,2.25,3.4,3.1
20/04/13,West Ham,Wigan,H,,,,,2.3,3.5,3.3,2.3,3.25,3.1,2.3,3.25,3.1,2.2,3.2,3.2,2.2,3.4,3.2,2.29,3.51,3.35,2.3,3.2,3.2,2.2,3.5,3.3,2.38,3.5,3.12,2.2,3.2,3.4
21/04/13,Liverpool,Chelsea,D,,,,,2.15,3.6,3.6,2.05,3.5,3.4,2.05,3.5,3.4,2.2,3.3,3.1,2.2,3.3,3.25,2.14,3.55,3.68,2.2,3.3,3.25,2.1,3.5,3.5,2.2,3.6,3.4,2.1,3.4,3.4
21/04/13,Tottenham,Man City,H,,,,,3.25,3.6,2.3,3.2,3.25,2.25,3.2,3.25,2.25,2.9,3.3,2.3,3,3.4,2.29,3.28,3.54,2.31,3.2,3.2,2.3,3.13,3.5,2.3,3.25,3.6,2.3,3,3.4,2.3
22/04/13,Man United,Aston Villa,H,,,,,1.25,6.75,13,1.22,6.75,10.5,1.22,6.75,10.5,1.25,5.5,10.3,1.25,6,10.5,1.27,6.38,12.88,1.29,5.5,9.5,1.25,6.25,12,1.25,6.5,13,1.22,6.5,11
27/04/13,Everton,Fulham,H,,,,,1.5,4.5,7.5,1.45,4.1,7.5,1.45,4.1,7.5,1.55,3.9,5.6,1.5,4,7,1.49,4.61,7.59,1.53,3.75,7,1.5,4.33,7,1.5,4.4,7,1.5,4.33,6
27/04/13,Man City,West Ham,H,,,,,1.29,6,12,1.25,5.5,12,1.25,5.5,12,1.27,5.2,10,1.25,5.5,12,1.28,6.16,13.05,1.29,5,12,1.25,6,12,1.29,6.25,11.5,1.25,6,10
27/04/13,Newcastle,Liverpool,A,,,,,2.88,3.6,2.5,2.95,3.25,2.4,2.95,3.25,2.4,2.75,3.3,2.4,2.8,3.4,2.4,3.09,3.46,2.46,3,3,2.5,3,3.6,2.3,2.9,3.6,2.5,2.88,3.5,2.3
27/04/13,Southampton,West Brom,A,,,,,1.85,3.75,4.6,1.85,3.6,4.1,1.85,3.6,4.1,1.9,3.45,3.8,1.9,3.6,3.75,1.88,3.75,4.52,1.91,3.1,4.5,1.83,3.75,4.33,1.9,3.75,4.3,1.91,3.4,4
27/04/13,Stoke,Norwich,H,,,,,2.25,3.3,3.6,2.15,3.2,3.5,2.15,3.2,3.5,2,3.2,3.7,2.1,3.2,3.75,2.3,3.21,3.65,2.15,3.1,3.6,2.2,3.25,3.6,2.3,3.25,3.5,2.05,3.25,3.75
27/04/13,Wigan,Tottenham,D,,,,,3.8,3.6,2.05,3.8,3.5,1.95,3.8,3.5,1.95,3.8,3.45,1.9,3.6,3.6,1.95,3.71,3.7,2.08,3.5,3.3,2.1,3.6,3.5,2.05,3.6,3.7,2.1,3.6,3.5,2
28/04/13,Arsenal,Man United,D,,,,,2.25,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.3,2,3.4,3.5,2.25,3.5,3,2.22,3.63,3.4,2.25,3.2,3.2,2.2,3.5,3.25,2.3,3.3,3.5,2.25,3.5,3
28/04/13,Chelsea,Swansea,H,,,,,1.36,5.5,9,1.3,5.25,9.5,1.3,5.25,9.5,1.25,5.5,10.3,1.36,5,7.5,1.37,5.4,9.45,1.36,4.5,9,1.33,5.25,10,1.36,5.5,9,1.33,5,9
28/04/13,Reading,QPR,D,,,,,2.55,3.5,2.88,2.5,3.4,2.7,2.5,3.4,2.7,2.5,3.3,2.65,2.6,3.4,2.6,2.54,3.51,2.93,2.6,3.1,2.8,2.6,3.4,2.75,2.62,3.5,2.8,2.62,3.25,2.62
29/04/13,Aston Villa,Sunderland,H,,,,,2.3,3.4,3.4,2.2,3.25,3.3,2.2,3.25,3.3,2,3.2,3.7,2.25,3.3,3.2,2.27,3.4,3.5,2.3,3.2,3.2,2.2,3.4,3.4,2.3,3.4,3.4,2.15,3.25,3.4
4/5/2013,Fulham,Reading,A,,,,,1.73,3.9,5.25,1.67,3.6,5.25,1.67,3.6,5.25,1.65,3.7,4.9,1.72,3.75,4.5,1.74,3.94,5.25,1.73,3.5,5,1.7,3.8,5.25,1.73,3.9,5.2,1.62,3.75,5.5
4/5/2013,Norwich,Aston Villa,A,,,,,2.55,3.3,3,2.45,3.2,2.9,2.45,3.2,2.9,2.3,3.3,2.9,2.37,3.3,2.9,2.58,3.24,3.08,2.6,3,2.9,2.4,3.4,3,2.6,3.3,3,2.38,3.25,3
4/5/2013,QPR,Arsenal,A,,,,,8,4.75,1.44,7.5,4.6,1.4,7.5,4.6,1.4,7.1,5,1.35,6.5,4.5,1.44,8.35,4.96,1.43,8,4,1.44,7.5,4.5,1.44,8,4.8,1.44,8,4.5,1.4
4/5/2013,Swansea,Man City,D,,,,,5.25,3.8,1.75,4.75,3.75,1.7,4.75,3.75,1.7,4.5,3.7,1.7,4.8,3.6,1.75,5.18,3.79,1.78,5,3.25,1.8,5,3.8,1.73,4.8,3.8,1.75,5,3.75,1.67
4/5/2013,Tottenham,Southampton,H,,,,,1.44,4.75,8,1.45,4.5,6.5,1.45,4.5,6.5,1.4,4.6,6.8,1.5,4.33,6,1.48,4.7,7.68,1.5,3.75,7.5,1.44,4.5,7,1.5,4.6,7.5,1.44,4.5,6.5
4/5/2013,West Brom,Wigan,A,,,,,2.45,3.5,3,2.35,3.25,3,2.35,3.25,3,2.3,3.3,2.9,2.25,3.4,3.1,2.39,3.56,3.11,2.4,3.2,3,2.3,3.4,3.2,2.45,3.5,3,2.25,3.4,3.1
4/5/2013,West Ham,Newcastle,D,,,,,2.38,3.4,3.25,2.35,3.2,3.1,2.35,3.2,3.1,2.3,3.3,2.9,2.25,3.4,3.1,2.37,3.53,3.17,2.4,3.1,3.1,2.3,3.4,3.13,2.4,3.5,3.1,2.3,3.4,3
5/5/2013,Liverpool,Everton,D,,,,,1.95,3.6,4.2,1.95,3.4,3.9,1.95,3.4,3.9,2,3.3,3.6,1.95,3.5,3.75,1.92,3.77,4.28,1.95,3.2,4.2,2,3.6,3.75,1.95,3.6,4.33,1.95,3.5,4
5/5/2013,Man United,Chelsea,A,,,,,2.2,3.5,3.5,2.15,3.5,3.2,2.15,3.5,3.2,2.1,3.3,3.3,2.2,3.4,3.2,2.18,3.63,3.5,2.25,3,3.5,2.2,3.5,3.25,2.25,3.6,3.3,2.25,3.4,3.1
6/5/2013,Sunderland,Stoke,D,,,,,2.1,3.3,4,2.05,3.2,3.8,2.05,3.2,3.8,1.85,3.45,4,2.1,3.2,3.75,2.12,3.33,4.02,2.15,3,3.75,2,3.4,4,2.15,3.25,4,2,3.3,3.8
7/5/2013,Man City,West Brom,H,,,,,1.4,5,9,1.34,5,8,1.34,5,8,1.35,4.8,7.6,1.33,5,9,1.39,5.26,8.84,1.36,4.6,9,1.33,5.25,10,1.4,4.75,9.5,1.33,5,9
7/5/2013,Wigan,Swansea,A,,,,,1.83,3.75,4.75,1.72,3.6,4.75,1.72,3.6,4.75,1.8,3.5,4.2,1.8,3.6,4.33,1.83,3.83,4.68,1.8,3.5,4.5,1.8,3.6,4.8,1.85,3.5,5,1.8,3.5,4.2
8/5/2013,Chelsea,Tottenham,D,,,,,1.95,3.75,4,1.87,3.6,3.9,1.87,3.6,3.9,1.8,3.5,4.2,1.95,3.6,3.6,1.99,3.66,4.07,1.95,3.3,4,1.95,3.75,3.8,2,3.75,3.8,1.91,3.6,3.75
11/5/2013,Aston Villa,Chelsea,A,,,,,4.5,3.8,1.85,4.33,3.75,1.75,4.33,3.75,1.75,4.3,3.8,1.7,4.33,3.6,1.8,4.68,3.77,1.85,4.5,3.3,1.85,4.33,3.75,1.83,4.4,3.8,1.85,4,3.75,1.83
12/5/2013,Everton,West Ham,H,,,,,1.5,4.5,7.5,1.45,4.25,6.75,1.45,4.25,6.75,1.45,4,7,1.53,4.2,6,1.5,4.57,7.5,1.53,4,6,1.5,4.33,7,1.53,4.4,7,1.5,4,7
12/5/2013,Fulham,Liverpool,A,,,,,3.9,3.6,2.05,3.7,3.5,1.95,3.7,3.5,1.95,3.2,3.3,2.15,3.75,3.6,1.91,4,3.61,2.02,3.5,3.3,2.1,4,3.6,1.91,3.7,3.6,2.1,3.6,3.4,2.05
12/5/2013,Man United,Swansea,H,,,,,1.3,5.75,12,1.25,5.75,10.5,1.25,5.75,10.5,1.27,5.2,10,1.3,5.5,9.5,1.31,5.9,11.5,1.33,4.8,10,1.29,5.5,12,1.33,5.75,10,1.29,5.5,9
12/5/2013,Norwich,West Brom,H,,,,,2.2,3.4,3.6,2.1,3.3,3.4,2.1,3.3,3.4,1.9,3.5,3.7,2.2,3.5,3.2,2.21,3.44,3.6,2.25,3.2,3.3,2.1,3.5,3.5,2.25,3.5,3.4,2.1,3.4,3.5
12/5/2013,QPR,Newcastle,A,,,,,3.4,3.4,2.3,3.1,3.4,2.2,3.1,3.4,2.2,3.3,3.3,2.1,3,3.4,2.3,3.31,3.42,2.35,3,3.2,2.38,3.25,3.4,2.25,3.4,3.25,2.38,3.1,3.4,2.25
12/5/2013,Stoke,Tottenham,A,,,,,4.5,3.6,1.91,4.5,3.5,1.78,4.5,3.5,1.78,4,3.45,1.85,4,3.5,1.91,4.6,3.53,1.93,4.2,3.3,1.91,4.33,3.5,1.91,4.5,3.6,1.9,4,3.4,1.91
12/5/2013,Sunderland,Southampton,D,,,,,2.8,3.2,2.8,2.65,3,2.75,2.65,3,2.75,2.5,3,2.8,2.62,3.2,2.75,2.86,3.12,2.87,2.8,2.8,2.9,2.7,3.2,2.75,2.8,3.25,2.75,2.5,3.3,2.75
14/05/13,Arsenal,Wigan,H,,,,,1.4,5.5,8,1.33,5.25,7.75,1.33,5.25,7.75,1.35,5,7.1,1.36,5,8,1.37,5.62,8.56,1.4,4.33,8.5,1.4,5.5,8,1.4,5.25,8,1.36,5,7.5
14/05/13,Reading,Man City,A,,,,,6,4.33,1.6,5.75,4.1,1.53,5.75,4.1,1.53,5.3,3.9,1.57,6,4.33,1.53,5.9,4.51,1.59,5.5,4,1.57,6.5,4.5,1.5,5.5,4.4,1.6,5.5,4.2,1.53
19/05/13,Chelsea,Everton,H,,,,,1.7,4,5.5,1.65,3.75,5,1.65,3.75,5,1.5,4,6.1,1.67,3.75,5,1.68,4.05,5.61,1.73,3.6,4.8,1.67,3.8,5,1.73,4,5,1.62,3.6,5.5
19/05/13,Liverpool,QPR,H,,,,,1.25,7,12,1.2,6.5,12,1.2,6.5,12,1.22,5.5,12,1.25,6,11,1.24,6.77,15.09,1.25,5.5,12,1.22,6,13,1.25,7,12,1.22,6,12
19/05/13,Man City,Norwich,A,,,,,1.33,5.5,11,1.25,5.5,11,1.25,5.5,11,1.3,5,9,1.33,5,8.5,1.31,5.69,11.89,1.33,5,9,1.3,5.25,10,1.33,5.5,10,1.29,5,10
19/05/13,Newcastle,Arsenal,A,,,,,6,4.6,1.55,6,4.33,1.48,6,4.33,1.48,6.5,4.2,1.45,5.5,4,1.57,6.4,4.59,1.55,5.5,4.33,1.53,6,4.33,1.5,6,4.6,1.55,5.5,4,1.57
19/05/13,Southampton,Stoke,D,,,,,1.75,3.8,5.25,1.75,3.5,4.75,1.75,3.5,4.75,1.8,3.4,4.3,1.8,3.5,4.5,1.77,3.72,5.36,1.8,3.25,5,1.73,3.6,5,1.8,3.6,5,1.73,3.5,5
19/05/13,Swansea,Fulham,A,,,,,1.8,3.8,4.75,1.72,3.75,4.5,1.72,3.75,4.5,1.8,3.5,4.2,1.73,3.75,4.5,1.78,3.77,5.15,1.8,3.6,4.33,1.73,3.6,4.75,1.83,3.8,4.6,1.83,3.6,4
19/05/13,Tottenham,Sunderland,H,,,,,1.29,6,12,1.22,6,12,1.22,6,12,1.27,5.2,10,1.3,5,10,1.29,6.05,12.4,1.3,5,11,1.29,5.5,11,1.3,6,11.5,1.3,5,10
19/05/13,West Brom,Man United,D,,,,,4.5,3.9,1.83,4.5,3.6,1.75,4.5,3.6,1.75,4.2,3.5,1.8,4.33,3.75,1.75,4.48,3.88,1.85,4.33,3.5,1.83,4.33,3.8,1.73,4.2,3.9,1.85,4.33,3.6,1.8
19/05/13,West Ham,Reading,H,,,,,1.67,4,5.75,1.6,3.8,5.5,1.6,3.8,5.5,1.7,3.6,4.7,1.7,3.75,4.8,1.65,4.09,5.88,1.7,3.4,5.5,1.67,3.8,5,1.7,4,5,1.67,3.75,5
19/05/13,Wigan,Aston Villa,D,,,,,2.15,3.6,3.6,2,3.5,3.5,2,3.5,3.5,2.1,3.3,3.3,2.05,3.5,3.4,2.1,3.66,3.7,2.15,3.3,3.4,2.1,3.6,3.3,2.15,3.6,3.5,2.1,3.4,3.4
