Date,HomeTeam,AwayTeam,Result,Home Win,Draw,Away Win,Net,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA
10/11/2012,Reading,Norwich,D,,,,,2.25,3.4,3.2,2.25,3.3,3.1,2.25,3.3,3.1,2.1,3.3,3.3,2.2,3.4,3.2,2.27,3.59,3.32,2.3,3.1,3.3,2.2,3.5,3.2,2.25,3.5,3.25,2.25,3.25,3.2
10/11/2012,Southampton,Swansea,D,,,,,2.38,3.5,2.88,2.4,3.4,2.8,2.4,3.4,2.8,2.4,3.3,2.75,2.38,3.3,2.9,2.4,3.64,3.04,2.5,3.2,2.88,2.4,3.5,2.88,2.45,3.5,2.9,2.38,3.5,2.8
10/11/2012,Stoke,QPR,H,,,,,1.91,3.4,4.2,1.85,3.4,4.25,1.85,3.4,4.25,1.75,3.5,4.5,1.91,3.4,4,1.95,3.55,4.42,2,3.2,4,1.91,3.5,4,1.91,3.5,4.5,1.83,3.4,4.5
10/11/2012,Wigan,West Brom,A,,,,,2.3,3.4,3.1,2.35,3.3,3.2,2.35,3.3,3.2,2.35,3.3,2.85,2.3,3.3,3,2.38,3.46,3.22,2.4,3.1,3.1,2.3,3.4,3,2.38,3.4,3.2,2.3,3.4,3
11/11/2012,Chelsea,Liverpool,D,,,,,1.95,3.5,4,1.95,3.7,3.9,1.95,3.7,3.9,1.85,3.45,4,1.91,3.4,4,2.01,3.77,3.88,2,3.2,4,1.95,3.6,3.8,1.95,3.7,3.9,1.91,3.4,4
11/11/2012,Man City,Tottenham,H,,,,,1.57,4,6,1.65,4.2,5.25,1.65,4.2,5.25,1.6,3.7,5.4,1.62,3.75,5.5,1.59,4.4,6.12,1.62,3.75,5.5,1.57,4,5.8,1.6,4.3,6,1.62,3.8,5.5
11/11/2012,Newcastle,West Ham,A,,,,,1.95,3.6,3.8,1.95,3.4,3.8,1.95,3.4,3.8,1.85,3.45,4,1.91,3.4,4,2.04,3.66,3.89,2.05,3.1,4,2,3.5,3.75,2.05,3.6,3.9,1.91,3.4,4
17/11/12,Arsenal,Tottenham,H,,,,,1.91,3.75,3.8,1.95,3.7,3.9,1.95,3.7,3.9,2,3.3,3.6,1.95,3.6,3.6,1.93,3.83,4.18,1.95,3.4,4,1.95,3.75,3.8,1.92,3.75,4.1,1.91,3.6,3.75
17/11/12,Liverpool,Wigan,H,,,,,1.44,4.33,7.5,1.44,4.33,7,1.44,4.33,7,1.45,4,7,1.44,4.33,7,1.49,4.7,7.49,1.44,4.33,7.5,1.44,4.5,7,1.45,4.6,7.5,1.4,4.5,7.5
17/11/12,Man City,Aston Villa,H,,,,,1.2,6.5,15,1.22,6.5,10.5,1.22,6.5,10.5,1.2,5.8,13,1.22,6,12,1.22,7.49,15.51,1.22,6,13,1.2,6.5,15,1.2,7.5,15,1.22,6,12
17/11/12,Newcastle,Swansea,A,,,,,1.91,3.6,4,1.87,3.5,4,1.87,3.5,4,1.8,3.5,4.2,1.83,3.5,4.33,1.98,3.68,4.08,1.95,3.4,4,1.91,3.6,4,1.92,3.6,4.2,1.83,3.5,4.33
17/11/12,Norwich,Man United,H,,,,,7,4.5,1.44,7,4.5,1.42,7,4.5,1.42,7,4,1.45,6.5,4.5,1.44,7.25,4.99,1.47,8,4.5,1.4,7,4.5,1.44,8,4.8,1.44,7,4.33,1.44
17/11/12,QPR,Southampton,A,,,,,1.91,3.6,4,1.87,3.5,4,1.87,3.5,4,1.9,3.45,3.8,1.91,3.4,4,1.98,3.71,4.04,1.95,3.4,4,1.91,3.6,4,1.95,3.6,4.1,1.91,3.6,3.75
17/11/12,Reading,Everton,H,,,,,4.33,3.6,1.83,4.25,3.6,1.8,4.25,3.6,1.8,3.8,3.45,1.9,4.2,3.5,1.83,4.53,3.99,1.82,4.5,3.4,1.83,4,3.8,1.83,4.5,3.9,1.8,4,3.75,1.83
17/11/12,West Brom,Chelsea,H,,,,,3.75,3.5,2,4.1,3.7,1.91,4.1,3.7,1.91,3.7,3.35,1.95,3.8,3.6,1.91,3.89,3.71,2.02,4,3.3,1.95,4,3.75,1.9,3.9,3.6,2,3.75,3.6,1.91
18/11/12,Fulham,Sunderland,A,,,,,1.67,3.75,5.25,1.75,3.6,5.25,1.75,3.6,5.25,1.75,3.5,4.5,1.73,3.5,5,1.74,3.94,5.2,1.73,3.6,5,1.73,3.8,4.8,1.73,3.9,5.2,1.67,3.75,5
19/11/12,West Ham,Stoke,D,,,,,2,3.4,3.8,2,3.5,3.9,2,3.5,3.9,1.9,3.45,3.8,2,3.4,3.6,2.09,3.34,4.12,2.05,3.25,3.8,2.05,3.4,3.6,2.05,3.4,4.1,2,3.3,3.75
24/11/12,Aston Villa,Arsenal,D,,,,,4.75,3.75,1.73,5,3.8,1.65,5,3.8,1.65,4.7,3.6,1.7,5,3.5,1.73,5.06,4.11,1.72,5,3.4,1.75,4.33,3.8,1.73,4.8,4,1.75,4.5,3.75,1.73
24/11/12,Everton,Norwich,D,,,,,1.44,4.33,7.5,1.44,4.2,7.25,1.44,4.2,7.25,1.5,4,6.1,1.44,4.33,7,1.51,4.67,7.05,1.53,4,6,1.44,4.5,7,1.53,4.4,7,1.44,4.33,7
24/11/12,Man United,QPR,H,,,,,1.17,7.5,15,1.18,6.25,16,1.18,6.25,16,1.15,7,15,1.2,6.5,13,1.18,8.2,19.05,1.2,6,17,1.17,7,17,1.18,8,19,1.14,7.5,17
24/11/12,Stoke,Fulham,H,,,,,2.2,3.3,3.4,2.1,3.25,3.5,2.1,3.25,3.5,2.2,3.3,3.1,2.1,3.3,3.5,2.21,3.48,3.57,2.25,3.1,3.4,2.1,3.3,3.5,2.2,3.4,3.5,2.1,3.25,3.5
24/11/12,Sunderland,West Brom,A,,,,,2.5,3.3,2.88,2.45,3.2,2.85,2.45,3.2,2.85,2.3,3.3,2.9,2.4,3.3,2.88,2.48,3.36,3.13,2.5,3.2,2.8,2.4,3.4,2.88,2.5,3.3,3.1,2.38,3.4,2.88
24/11/12,Wigan,Reading,H,,,,,1.83,3.6,4.33,1.8,3.6,4.25,1.8,3.6,4.25,1.85,3.5,3.9,1.91,3.4,4,1.88,3.73,4.51,1.95,3.3,4,1.91,3.6,4,1.92,3.6,4.4,1.91,3.6,3.75
25/11/12,Chelsea,Man City,D,,,,,2.5,3.5,2.7,2.55,3.3,2.65,2.55,3.3,2.65,2.6,3.2,2.6,2.62,3.25,2.7,2.59,3.62,2.8,2.62,3.1,2.8,2.6,3.5,2.6,2.62,3.5,2.8,2.5,3.5,2.62
25/11/12,Southampton,Newcastle,H,,,,,2.3,3.5,3,2.25,3.4,3,2.25,3.4,3,2.5,3.3,2.65,2.38,3.3,2.9,2.32,3.61,3.2,2.3,3.3,3.1,2.25,3.6,3,2.38,3.5,3.12,2.4,3.5,2.75
25/11/12,Swansea,Liverpool,D,,,,,3.4,3.5,2.1,3.5,3.4,2.05,3.5,3.4,2.05,3.2,3.3,2.15,3.5,3.3,2.1,3.57,3.74,2.12,3.4,3.3,2.15,3.25,3.5,2.1,3.5,3.7,2.15,3.4,3.4,2.1
25/11/12,Tottenham,West Ham,H,,,,,1.67,3.75,5.5,1.57,3.9,5.75,1.57,3.9,5.75,1.65,3.6,5.1,1.57,3.8,6,1.67,4.1,5.62,1.7,3.4,5.5,1.67,3.8,5.25,1.67,4,5.5,1.57,3.75,6
27/11/12,Aston Villa,Reading,H,,,,,1.95,3.4,4,1.9,3.4,4,1.9,3.4,4,2,3.4,3.5,2,3.25,4,1.98,3.67,4.13,2,3.2,4,1.95,3.5,3.8,1.95,3.6,4.1,2,3.4,3.75
27/11/12,Sunderland,QPR,D,,,,,2.25,3.25,3.3,2.2,3.2,3.3,2.2,3.2,3.3,2,3.3,3.6,2.25,3.25,3.25,2.21,3.43,3.63,2.25,3.2,3.2,2.25,3.3,3.3,2.2,3.4,3.5,2.25,3.25,3.25
28/11/12,Chelsea,Fulham,D,,,,,1.44,4.5,7,1.44,4.33,7,1.44,4.33,7,1.5,4,6.1,1.4,4.5,7.5,1.47,4.8,7.61,1.5,4,7,1.44,4.5,6.5,1.45,4.6,8,1.44,4.33,7
28/11/12,Everton,Arsenal,D,,,,,2.5,3.4,2.75,2.45,3.2,2.85,2.45,3.2,2.85,2.4,3.3,2.75,2.5,3.4,2.7,2.46,3.52,3.04,2.5,3.2,2.8,2.5,3.6,2.63,2.45,3.5,3,2.5,3.3,2.75
28/11/12,Man United,West Ham,H,,,,,1.22,6.5,12,1.22,6,12,1.22,6,12,1.25,5.5,10.3,1.25,5.5,12,1.26,6.68,13.36,1.25,5.5,12,1.25,6,11,1.25,6.5,13,1.22,6,13
28/11/12,Southampton,Norwich,D,,,,,2,3.4,3.8,2.1,3.3,3.4,2.1,3.3,3.4,2.1,3.3,3.3,2.15,3.4,3.3,2.09,3.74,3.66,2.1,3.25,3.5,2.1,3.6,3.25,2.1,3.6,3.6,2.1,3.3,3.5
28/11/12,Stoke,Newcastle,H,,,,,1.91,3.4,4.2,1.85,3.4,4.25,1.85,3.4,4.25,2,3.3,3.6,2,3.3,3.75,1.98,3.5,4.36,2,3.2,4,2,3.3,4,1.95,3.4,4.3,2,3.3,3.75
28/11/12,Swansea,West Brom,H,,,,,2.3,3.4,3.1,2.3,3.3,3,2.3,3.3,3,2.4,3.2,2.85,2.38,3.25,3,2.3,3.58,3.26,2.3,3.25,3.1,2.3,3.4,3,2.3,3.5,3.2,2.38,3.4,2.88
28/11/12,Tottenham,Liverpool,H,,,,,2.4,3.4,2.88,2.35,3.3,2.9,2.35,3.3,2.9,2.15,3.3,3.2,2.38,3.25,3,2.46,3.5,3.04,2.4,3.3,2.9,2.38,3.5,2.88,2.45,3.4,3,2.38,3.4,2.88
28/11/12,Wigan,Man City,A,,,,,6,4.2,1.53,6,4,1.53,6,4,1.53,5.4,3.7,1.6,6,4,1.53,6.45,4.52,1.55,6,4,1.53,6.25,4,1.53,7,4.4,1.53,6,4,1.53
1/12/2012,Arsenal,Swansea,A,,,,,1.44,4.5,7,1.45,4.2,7,1.45,4.2,7,1.42,4.4,7.2,1.44,4.33,7,1.49,4.68,7.44,1.5,4,7,1.44,4.33,7.5,1.5,4.5,7.5,1.44,4.33,7
1/12/2012,Fulham,Tottenham,A,,,,,2.88,3.3,2.5,2.9,3.3,2.35,2.9,3.3,2.35,2.75,3.2,2.45,3,3.4,2.3,2.96,3.57,2.49,3,3,2.5,2.88,3.5,2.38,3,3.4,2.45,2.88,3.3,2.4
1/12/2012,Liverpool,Southampton,H,,,,,1.4,4.5,8.5,1.4,4.5,7.5,1.4,4.5,7.5,1.4,4.4,7.3,1.44,4.33,7,1.43,4.99,8.48,1.44,4,8,1.4,4.8,7.5,1.44,4.75,8.5,1.4,4.5,7.5
1/12/2012,Man City,Everton,D,,,,,1.5,4,7,1.55,3.7,6.5,1.55,3.7,6.5,1.5,4,6.1,1.5,4,6.5,1.54,4.43,6.94,1.57,3.8,6,1.53,4,6.25,1.55,4.33,6.5,1.53,3.8,6.5
1/12/2012,QPR,Aston Villa,D,,,,,1.95,3.5,4,1.95,3.4,3.8,1.95,3.4,3.8,2,3.3,3.6,2.05,3.4,3.5,1.99,3.63,4.14,2.05,3.25,3.75,2,3.4,3.8,2,3.5,4,2,3.4,3.75
1/12/2012,Reading,Man United,A,,,,,7.5,4.75,1.4,7.75,4.4,1.4,7.75,4.4,1.4,7.2,3.8,1.4,8,4.5,1.4,7.75,4.83,1.46,8,4,1.44,7.5,4.8,1.4,8,4.8,1.44,7.5,4.5,1.4
1/12/2012,West Brom,Stoke,A,,,,,2.1,3.25,3.75,2,3.25,3.8,2,3.25,3.8,2.05,3.3,3.5,2,3.4,3.5,2.16,3.44,3.74,2.1,3.3,3.5,2.05,3.3,3.8,2.1,3.4,3.75,2,3.4,3.75
1/12/2012,West Ham,Chelsea,H,,,,,4,3.5,1.91,3.8,3.5,1.91,3.8,3.5,1.91,3.7,3.35,1.95,4.2,3.5,1.83,4.21,3.54,2,3.8,3.3,2,4,3.6,1.91,4.2,3.5,2,4,3.4,1.91
2/12/2012,Norwich,Sunderland,H,,,,,2.1,3.3,3.6,2.05,3.3,3.6,2.05,3.3,3.6,2.15,3.3,3.2,2.2,3.3,3.2,2.1,3.43,3.97,2.05,3.2,3.8,2.1,3.3,3.5,2.15,3.3,3.9,2.15,3.3,3.4
3/12/2012,Newcastle,Wigan,H,,,,,2,3.4,3.75,1.95,3.4,3.8,1.95,3.4,3.8,2,3.3,3.6,1.91,3.4,4,2.02,3.58,4.07,2.05,3.2,3.75,2,3.4,3.8,2.05,3.5,4,1.95,3.4,4
8/12/2012,Arsenal,West Brom,H,,,,,1.5,4.33,6.5,1.48,4.2,6.5,1.48,4.2,6.5,1.5,4,6.1,1.53,4,6,1.53,4.48,6.94,1.57,3.8,6,1.5,4.33,6.5,1.57,4.33,6.5,1.5,4,7
8/12/2012,Aston Villa,Stoke,D,,,,,2.4,3.2,3.1,2.4,3.1,3,2.4,3.1,3,2.4,3.3,2.75,2.4,3.25,2.9,2.46,3.26,3.26,2.5,3.2,2.8,2.4,3.25,3.13,2.55,3.12,3.2,2.5,3.25,2.8
8/12/2012,Southampton,Reading,H,,,,,1.91,3.6,4,1.9,3.4,4,1.9,3.4,4,1.95,3.35,3.7,2,3.3,3.75,1.94,3.78,4.14,1.95,3.3,4,1.91,3.6,4,1.95,3.75,4.1,1.95,3.5,3.75
8/12/2012,Sunderland,Chelsea,A,,,,,4.75,3.5,1.8,4.75,3.7,1.7,4.75,3.7,1.7,4.2,3.5,1.8,4.5,3.5,1.8,5.05,3.78,1.79,4.8,3.4,1.8,4.5,3.6,1.8,5,3.7,1.8,4.33,3.6,1.8
8/12/2012,Swansea,Norwich,A,,,,,1.8,3.6,4.5,1.78,3.5,4.5,1.78,3.5,4.5,1.85,3.45,4,1.83,3.5,4.33,1.82,3.74,4.92,1.85,3.3,4.5,1.83,3.6,4.33,1.85,3.6,4.8,1.83,3.5,4.33
8/12/2012,Wigan,QPR,D,,,,,2.3,3.4,3.1,2.35,3.3,2.9,2.35,3.3,2.9,2.2,3.3,3.1,2.3,3.2,3.1,2.38,3.53,3.15,2.45,3.1,3,2.4,3.3,3,2.45,3.5,3,2.25,3.4,3.1
9/12/2012,Everton,Tottenham,H,,,,,2,3.5,3.75,2,3.3,3.75,2,3.3,3.75,2.1,3.3,3.3,2.05,3.3,3.6,2.01,3.64,4.04,1.95,3.5,3.6,2.05,3.5,3.6,2,3.6,4,2.05,3.4,3.5
9/12/2012,Man City,Man United,A,,,,,2.2,3.5,3.2,2.15,3.3,3.3,2.15,3.3,3.3,2.3,3.3,2.9,2.25,3.2,3.2,2.24,3.61,3.37,2.3,3,3.4,2.2,3.5,3.2,2.3,3.6,3.3,2.25,3.3,3.2
9/12/2012,West Ham,Liverpool,A,,,,,3,3.3,2.38,2.9,3.25,2.4,2.9,3.25,2.4,2.75,3.3,2.4,3,3.2,2.4,3.23,3.32,2.44,3,3,2.5,3,3.3,2.4,3.12,3.25,2.5,2.8,3.25,2.5
10/12/2012,Fulham,Newcastle,H,,,,,1.91,3.6,4,1.85,3.4,4.25,1.85,3.4,4.25,1.9,3.45,3.8,1.91,3.4,4,1.98,3.65,4.14,1.95,3.5,3.8,1.91,3.6,4,1.95,3.7,4.2,1.91,3.5,4
11/12/2012,Sunderland,Reading,H,,,,,2,3.5,3.75,1.95,3.4,3.8,1.95,3.4,3.8,1.95,3.4,3.6,2,3.4,3.75,2.01,3.62,4.03,2,3.2,4,2,3.3,4,2.05,3.5,4,2,3.4,3.75
15/12/12,Liverpool,Aston Villa,A,,,,,1.36,4.75,9,1.35,4.5,9.25,1.35,4.5,9.25,1.4,4.4,7.3,1.4,4.5,8,1.38,5.13,9.75,1.33,4.75,8.5,1.36,4.5,9,1.4,4.8,9.5,1.36,4.33,9
15/12/12,Man United,Sunderland,H,,,,,1.2,6.5,15,1.18,6.75,13.5,1.18,6.75,13.5,1.18,6.5,14,1.2,6.5,13,1.22,7.5,15.3,1.2,6,12,1.2,6.5,15,1.22,6.5,17,1.2,6.5,11
15/12/12,Newcastle,Man City,A,,,,,5.5,3.75,1.67,5,3.9,1.62,5,3.9,1.62,5.1,3.6,1.65,5,4,1.62,5.36,4.02,1.71,5.5,3.6,1.62,5.8,4,1.57,5.5,4,1.7,5,3.8,1.62
15/12/12,Norwich,Wigan,H,,,,,2.2,3.4,3.25,2.1,3.3,3.4,2.1,3.3,3.4,2.05,3.3,3.5,2.2,3.25,3.25,2.22,3.55,3.48,2.1,3.4,3.25,2.1,3.4,3.5,2.2,3.5,3.4,2.1,3.4,3.3
15/12/12,QPR,Fulham,H,,,,,2.4,3.4,2.88,2.4,3.4,2.8,2.4,3.4,2.8,2.5,3.3,2.65,2.4,3.3,2.88,2.43,3.55,3.06,2.45,3.4,2.8,2.5,3.3,2.88,2.45,3.4,3,2.5,3.4,2.62
15/12/12,Stoke,Everton,D,,,,,3.1,3.2,2.4,3,3.2,2.35,3,3.2,2.35,2.75,3.3,2.4,2.8,3.3,2.5,3.18,3.29,2.49,2.9,3.2,2.38,3,3.2,2.4,3.1,3.25,2.5,3,3.2,2.4
16/12/12,Tottenham,Swansea,H,,,,,1.62,4,5.5,1.62,3.9,5,1.62,3.9,5,1.6,3.7,5.4,1.62,3.75,5.5,1.65,4.16,5.76,1.62,3.8,5,1.57,4,5.8,1.65,4.1,5.5,1.62,3.8,5
16/12/12,West Brom,West Ham,D,,,,,2,3.5,3.75,1.9,3.4,4,1.9,3.4,4,2,3.3,3.6,2,3.3,3.75,2.03,3.65,3.94,2,3.5,3.6,2,3.4,3.8,2.05,3.6,3.8,2,3.4,3.6
17/12/12,Reading,Arsenal,A,,,,,5.5,4,1.62,5.25,3.9,1.6,5.25,3.9,1.6,5.1,3.6,1.65,5,3.75,1.67,5.5,4.14,1.68,4.6,3.8,1.67,5,4,1.62,5.5,4,1.67,5,3.6,1.67
22/12/12,Liverpool,Fulham,H,,,,,1.53,4,6.5,1.57,3.7,6.25,1.57,3.7,6.25,1.57,3.75,5.6,1.57,3.75,6,1.53,4.36,7.38,1.57,3.5,7,1.57,4,6,1.57,4.1,7,1.57,3.75,6
22/12/12,Man City,Reading,H,,,,,1.14,8,19,1.15,8,14,1.15,8,14,1.12,8,16,1.14,7.5,17,1.15,9.64,20.56,1.17,6.5,21,1.17,7,17,1.17,8.5,20,1.12,8.5,17
22/12/12,Newcastle,QPR,H,,,,,2.1,3.4,3.5,2.05,3.3,3.6,2.05,3.3,3.6,1.95,3.35,3.7,2.1,3.25,3.5,2.08,3.52,3.91,2.15,3.1,3.6,2.1,3.4,3.5,2.15,3.4,3.75,2.1,3.4,3.4
22/12/12,Southampton,Sunderland,A,,,,,2,3.5,3.75,1.95,3.4,3.9,1.95,3.4,3.9,2,3.3,3.6,2,3.4,3.6,2.09,3.55,3.84,2.1,3.2,3.6,2,3.5,3.75,2.1,3.5,3.75,2.05,3.3,3.6
22/12/12,Tottenham,Stoke,D,,,,,1.62,3.75,6,1.57,3.75,6.25,1.57,3.75,6.25,1.67,3.55,5,1.62,3.6,6,1.62,3.95,6.73,1.62,3.4,6.5,1.62,3.8,5.8,1.67,3.8,6.25,1.62,3.8,5.5
22/12/12,West Brom,Norwich,H,,,,,1.91,3.6,4,1.95,3.5,3.8,1.95,3.5,3.8,2.05,3.3,3.5,2,3.3,3.75,1.98,3.57,4.25,2,3.3,3.8,1.91,3.6,4,2.05,3.6,3.9,1.91,3.4,4
22/12/12,West Ham,Everton,A,,,,,2.88,3.25,2.5,2.85,3.2,2.5,2.85,3.2,2.5,2.75,3.3,2.4,2.88,3.3,2.4,3.14,3.25,2.54,2.9,3.3,2.4,2.8,3.4,2.5,3,3.3,2.6,2.8,3.25,2.5
22/12/12,Wigan,Arsenal,A,,,,,4.75,3.75,1.73,4.5,3.9,1.7,4.5,3.9,1.7,4.7,3.6,1.7,4.5,3.75,1.73,4.78,4.12,1.76,5,3.4,1.75,4.5,3.8,1.73,5,4,1.8,4.5,3.75,1.73
23/12/12,Chelsea,Aston Villa,H,,,,,1.33,5.5,8.5,1.34,5,8.25,1.34,5,8.25,1.33,4.8,8.3,1.36,4.5,9,1.35,5.52,10.36,1.36,4.5,9,1.36,5,8.5,1.36,5.25,10,1.33,5,9
23/12/12,Swansea,Man United,D,,,,,5,4,1.67,5,4,1.62,5,4,1.62,5.4,3.7,1.6,5.5,4,1.57,5.34,4.06,1.7,5,3.6,1.7,5.25,4,1.62,5.4,4,1.7,5.5,4,1.57
26/12/12,Aston Villa,Tottenham,A,,,,,3.75,3.5,2,3.75,3.5,1.95,3.75,3.5,1.95,3.3,3.3,2.1,3.4,3.5,2.05,3.88,3.63,2.05,3.75,3.2,2.05,3.8,3.5,2,3.8,3.6,2,3.4,3.5,2.05
26/12/12,Everton,Wigan,H,,,,,1.44,4.5,7,1.48,4.1,7,1.48,4.1,7,1.47,4,6.6,1.5,4.2,6.5,1.47,4.59,8.22,1.5,4.2,6.5,1.53,4,7,1.45,4.5,8,1.44,4.33,7
26/12/12,Fulham,Southampton,D,,,,,1.85,3.6,4.2,1.83,3.75,4,1.83,3.75,4,1.85,3.45,4,1.8,3.6,4.33,1.93,3.7,4.34,1.85,3.3,4.5,1.9,3.8,4,1.9,3.7,4.4,1.8,3.6,4.33
26/12/12,Man United,Newcastle,H,,,,,1.22,6.5,13,1.22,6.5,11,1.22,6.5,11,1.25,5.6,10,1.25,6,11,1.26,6.8,13.15,1.25,5.5,13,1.25,6.25,13,1.25,6.5,13,1.25,6,10
26/12/12,Norwich,Chelsea,A,,,,,6,3.75,1.62,5.5,4,1.57,5.5,4,1.57,5.4,3.7,1.6,5.5,3.75,1.62,6.05,4.1,1.63,6,3.6,1.62,6,3.75,1.62,6,4.1,1.62,5.5,4,1.62
26/12/12,QPR,West Brom,A,,,,,2.2,3.4,3.25,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.3,2.9,2.25,3.3,3.1,2.23,3.48,3.51,2.25,3.1,3.4,2.3,3.25,3.25,2.3,3.4,3.4,2.3,3.4,3
26/12/12,Reading,Swansea,D,,,,,2.9,3.4,2.38,2.9,3.4,2.35,2.9,3.4,2.35,2.75,3.3,2.4,2.7,3.4,2.5,2.99,3.55,2.48,3,3,2.5,2.9,3.3,2.5,3,3.5,2.4,2.8,3.25,2.5
26/12/12,Stoke,Liverpool,H,,,,,3.4,3.2,2.25,3.1,3.2,2.3,3.1,3.2,2.3,2.75,3.3,2.4,3.1,3.25,2.3,3.62,3.24,2.3,3.4,3.1,2.25,3.6,3.1,2.38,3.6,3.2,2.25,3.2,3.25,2.2
26/12/12,Sunderland,Man City,H,,,,,6.5,4,1.53,6.5,4.1,1.5,6.5,4.1,1.5,5.6,3.9,1.55,6,4,1.53,7.26,4.33,1.53,7.5,3.4,1.57,7,3.75,1.57,7.5,4.2,1.53,6,4,1.53
29/12/12,Arsenal,Newcastle,H,,,,,1.44,4.5,7,1.45,4.5,6.5,1.45,4.5,6.5,1.5,4,6.1,1.45,4.33,7,1.43,4.94,8.6,1.44,4,8,1.44,4,8,1.45,4.8,8.5,1.44,4.33,7
29/12/12,Aston Villa,Wigan,A,,,,,2.4,3.25,3,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.2,3.2,2.3,3.25,3.1,2.49,3.3,3.17,2.4,3.1,3.1,2.4,3.1,3.1,2.45,3.25,3.2,2.25,3.25,3.2
29/12/12,Fulham,Swansea,A,,,,,2.1,3.4,3.5,2.05,3.5,3.4,2.05,3.5,3.4,2.2,3.3,3.1,2.1,3.4,3.4,2.13,3.6,3.66,2.15,3.2,3.5,2.15,3.2,3.5,2.15,3.5,3.7,2.1,3.4,3.4
29/12/12,Man United,West Brom,H,,,,,1.3,5.5,10,1.3,5.25,9.25,1.3,5.25,9.25,1.27,5.2,10,1.29,5.5,9.5,1.32,5.83,10.97,1.33,4.8,10,1.33,4.8,10,1.33,5.5,11,1.25,5.5,11
29/12/12,Norwich,Man City,A,,,,,6,4,1.57,6.25,3.75,1.57,6.25,3.75,1.57,5.4,3.7,1.6,5.5,4,1.57,6.52,4.35,1.57,6,3.6,1.6,6,3.6,1.6,6,4.2,1.62,5.5,4,1.57
29/12/12,Reading,West Ham,H,,,,,2.88,3.25,2.5,2.8,3.25,2.5,2.8,3.25,2.5,2.6,3.2,2.6,2.6,3.4,2.6,2.95,3.35,2.61,2.7,3.2,2.62,2.7,3.2,2.62,2.9,3.3,2.62,2.62,3.25,2.62
29/12/12,Stoke,Southampton,D,,,,,1.8,3.5,4.75,1.75,3.4,5,1.75,3.4,5,1.8,3.5,4.2,1.8,3.4,4.5,1.85,3.64,4.9,1.85,3.1,5,1.85,3.1,5,1.87,3.6,4.8,1.73,3.5,4.75
29/12/12,Sunderland,Tottenham,A,,,,,3.5,3.4,2.1,3.5,3.4,2.05,3.5,3.4,2.05,3.3,3.3,2.1,3.4,3.4,2.1,3.85,3.55,2.09,3.6,3.1,2.15,3.6,3.1,2.15,3.75,3.4,2.15,3.5,3.25,2.1
30/12/12,Everton,Chelsea,A,,,,,2.88,3.3,2.5,2.9,3.2,2.45,2.9,3.2,2.45,2.65,3.3,2.5,2.8,3.25,2.5,3,3.39,2.55,2.8,3.1,2.6,2.8,3.1,2.6,2.9,3.3,2.62,2.75,3.25,2.5
30/12/12,QPR,Liverpool,A,,,,,4,3.5,1.91,4,3.6,1.87,4,3.6,1.87,3.8,3.45,1.9,3.75,3.5,1.91,4.1,3.72,1.97,4,3.2,2,4,3.2,2,4,3.8,1.95,3.8,3.5,1.95
1/1/2013,Man City,Stoke,H,,,,,1.29,5.5,11,1.28,5,12,1.28,5,12,1.27,5.2,10,1.3,5,10,1.31,5.77,12.1,1.33,4.33,12,1.29,5.5,11,1.33,5.75,12,1.3,5,11
1/1/2013,Southampton,Arsenal,D,,,,,5,3.75,1.7,5,3.9,1.65,5,3.9,1.65,4.7,3.6,1.7,4.5,3.75,1.73,5.24,4.05,1.71,5,3.6,1.7,4.5,4,1.73,4.8,4,1.7,4.5,3.8,1.73
1/1/2013,Swansea,Aston Villa,D,,,,,1.57,4,6,1.57,4,5.5,1.57,4,5.5,1.6,3.7,5.4,1.6,3.75,6,1.62,4.16,6.2,1.6,3.6,6,1.57,4,5.8,1.6,4.1,5.75,1.6,3.75,6
1/1/2013,Tottenham,Reading,H,,,,,1.33,5,10,1.34,4.75,9.25,1.34,4.75,9.25,1.35,4.8,7.6,1.3,5,10,1.35,5.4,10.87,1.36,4.33,10,1.36,5,8.5,1.36,5.25,9.5,1.33,5,9
1/1/2013,West Brom,Fulham,A,,,,,2,3.5,3.75,1.95,3.4,3.9,1.95,3.4,3.9,2,3.3,3.6,2,3.4,3.75,2.02,3.63,4.01,2,3.3,3.75,2,3.5,3.75,2,3.6,3.9,2,3.4,3.75
1/1/2013,West Ham,Norwich,H,,,,,2.1,3.4,3.5,2.05,3.3,3.6,2.05,3.3,3.6,2.2,3.3,3.1,2.1,3.4,3.4,2.1,3.49,3.89,2.15,3.1,3.6,2.1,3.4,3.5,2.1,3.4,3.6,2.15,3.4,3.3
1/1/2013,Wigan,Man United,A,,,,,6,4.2,1.53,6.25,4.2,1.5,6.25,4.2,1.5,6.1,4,1.5,6,4.33,1.5,6.13,4.3,1.6,6,3.75,1.57,5.5,4,1.57,6.5,4,1.57,6,4.2,1.53
2/1/2013,Chelsea,QPR,A,,,,,1.2,6.5,15,1.2,6.25,14,1.2,6.25,14,1.22,5.5,12,1.22,6,12,1.22,7.2,17.1,1.22,5.5,15,1.22,6,15,1.22,6.5,13,1.22,6,13
