Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,FormH,FormA,PositionH,PositionA
12/5/2013,Fulham,Liverpool,A,3.9,3.6,2.05,poor,good,12,7
12/5/2013,Man United,Swansea,H,1.3,5.75,12,good,poor,1,9
12/5/2013,Norwich,West Brom,H,2.2,3.4,3.6,average,average,14,8
12/5/2013,QPR,Newcastle,A,3.4,3.4,2.3,poor,poor,17,14
12/5/2013,Stoke,Tottenham,A,4.5,3.6,1.91,good,good,11,5
12/5/2013,Sunderland,Southampton,D,2.8,3.2,2.8,average,poor,14,13
14/05/13,Arsenal,Wigan,H,1.4,5.5,8,good,good,5,14
14/05/13,Reading,Man City,A,6,4.33,1.6,poor,good,15,2
19/05/13,Chelsea,Everton,H,1.7,4,5.5,good,good,3,6
19/05/13,Liverpool,QPR,H,1.25,7,12,good,poor,7,16
19/05/13,Man City,Norwich,A,1.33,5.5,11,good,poor,2,11
19/05/13,Newcastle,Arsenal,A,6,4.6,1.55,poor,good,12,4
19/05/13,Southampton,Stoke,D,1.75,3.8,5.25,poor,good,13,12
19/05/13,Swansea,Fulham,A,1.8,3.8,4.75,good,poor,9,14
19/05/13,Tottenham,Sunderland,H,1.29,6,12,good,poor,5,15
19/05/13,West Brom,Man United,D,4.5,3.9,1.83,poor,poor,8,1
19/05/13,West Ham,Reading,H,1.67,4,5.75,poor,good,11,17
19/05/13,Wigan,Aston Villa,D,2.15,3.6,3.6,average,good,16,14
